transaction_date,store_id,store_size,location_type,promotion_type,is_weekend,is_festival,competition_density,items_sold
2024-06-15,39,medium,rural,free_gift,1,0,6,235
2024-06-16,29,medium,urban,free_gift,1,0,2,293
2024-06-16,36,medium,rural,bogo,1,0,3,290
2024-06-17,38,small,semi-urban,loyalty_points,0,1,4,259
2024-06-18,39,small,rural,category_offer,0,0,4,170
2024-06-18,50,large,semi-urban,flat_discount,0,0,8,278
2024-06-18,37,small,rural,loyalty_points,0,1,1,262
2024-06-20,35,medium,urban,free_gift,0,0,4,268
2024-06-21,7,small,rural,flat_discount,0,0,4,144
2024-06-23,27,small,urban,free_gift,1,0,1,288
2024-06-24,28,small,rural,bogo,0,0,3,151
2024-06-27,22,small,rural,loyalty_points,0,0,5,163
2024-06-28,14,large,urban,flat_discount,0,0,6,302
2024-06-29,7,small,urban,category_offer,1,0,9,262
2024-06-30,37,large,rural,free_gift,1,1,9,400
2024-07-01,22,medium,urban,flat_discount,0,0,9,254
2024-07-02,5,medium,rural,loyalty_points,0,0,1,233
2024-07-02,2,medium,urban,free_gift,0,0,9,252
2024-07-03,27,medium,urban,bogo,0,0,8,339
2024-07-06,21,large,rural,free_gift,1,0,2,299
2024-07-07,38,small,semi-urban,loyalty_points,1,1,1,295
2024-07-07,15,medium,rural,bogo,1,0,1,319
2024-07-08,21,large,urban,flat_discount,0,0,6,316
2024-07-08,10,large,semi-urban,flat_discount,0,0,9,261
2024-07-09,23,large,semi-urban,bogo,0,0,7,292
2024-07-09,39,medium,semi-urban,category_offer,0,1,5,308
2024-07-09,5,large,semi-urban,free_gift,0,0,2,322
2024-07-09,1,medium,semi-urban,flat_discount,0,1,1,298
2024-07-10,13,medium,semi-urban,flat_discount,0,0,2,264
2024-07-11,21,small,urban,bogo,0,0,1,292
2024-07-13,26,medium,rural,loyalty_points,1,0,3,250
2024-07-13,50,small,urban,bogo,1,0,6,339
2024-07-14,45,medium,semi-urban,loyalty_points,1,0,8,254
2024-07-16,21,large,urban,free_gift,0,0,3,316
2024-07-17,18,small,semi-urban,flat_discount,0,0,9,217
2024-07-17,37,small,semi-urban,loyalty_points,0,0,5,182
2024-07-17,45,small,urban,free_gift,0,0,7,219
2024-07-18,32,large,urban,category_offer,0,0,8,308
2024-07-22,36,medium,urban,loyalty_points,0,1,3,324
2024-07-22,17,medium,semi-urban,flat_discount,0,0,2,248
2024-07-22,35,large,rural,flat_discount,0,0,2,265
2024-07-23,49,large,urban,category_offer,0,0,5,338
2024-07-23,11,medium,semi-urban,bogo,0,0,1,201
2024-07-24,21,medium,urban,flat_discount,0,0,2,308
2024-07-24,26,large,semi-urban,flat_discount,0,0,9,283
2024-07-24,4,medium,rural,flat_discount,0,0,7,181
2024-07-25,34,small,urban,category_offer,0,1,6,309
2024-07-25,48,large,semi-urban,flat_discount,0,0,9,294
2024-07-27,18,medium,urban,free_gift,1,0,7,328
2024-07-27,40,small,urban,free_gift,1,0,5,213
2024-07-27,35,medium,urban,bogo,1,0,9,372
2024-07-28,41,small,urban,flat_discount,1,0,6,273
2024-08-01,29,small,semi-urban,category_offer,0,0,6,204
2024-08-03,29,large,semi-urban,flat_discount,1,0,4,361
2024-08-04,38,small,semi-urban,category_offer,1,0,1,225
2024-08-04,42,medium,urban,loyalty_points,1,0,5,316
2024-08-05,21,medium,urban,bogo,0,0,9,283
2024-08-05,42,small,semi-urban,free_gift,0,0,8,139
2024-08-06,13,large,rural,free_gift,0,0,8,275
2024-08-08,49,small,urban,bogo,0,1,5,325
2024-08-09,41,medium,rural,loyalty_points,0,0,9,161
2024-08-09,17,medium,semi-urban,loyalty_points,0,0,3,215
2024-08-09,9,small,semi-urban,bogo,0,0,3,242
2024-08-11,41,small,semi-urban,free_gift,1,0,1,255
2024-08-12,1,medium,urban,loyalty_points,0,0,9,256
2024-08-12,2,large,urban,loyalty_points,0,0,6,258
2024-08-12,48,small,semi-urban,free_gift,0,0,2,190
2024-08-12,29,medium,urban,free_gift,0,0,8,263
2024-08-13,33,medium,rural,bogo,0,0,9,280
2024-08-13,10,large,semi-urban,loyalty_points,0,0,9,245
2024-08-14,50,medium,urban,flat_discount,0,1,2,406
2024-08-14,40,medium,semi-urban,free_gift,0,0,2,249
2024-08-14,21,medium,urban,bogo,0,0,7,286
2024-08-15,28,medium,semi-urban,bogo,0,0,4,266
2024-08-15,11,large,semi-urban,bogo,0,0,1,317
2024-08-15,34,small,rural,loyalty_points,0,0,8,161
2024-08-15,8,medium,rural,flat_discount,0,0,2,273
2024-08-15,22,large,semi-urban,free_gift,0,1,3,374
2024-08-15,8,large,semi-urban,flat_discount,0,0,5,324
2024-08-16,49,large,rural,flat_discount,0,0,3,251
2024-08-17,15,large,urban,bogo,1,0,7,373
2024-08-18,17,medium,urban,free_gift,1,0,7,295
2024-08-19,23,medium,urban,bogo,0,0,2,321
2024-08-21,24,medium,urban,bogo,0,1,7,370
2024-08-24,45,small,semi-urban,flat_discount,1,1,6,355
2024-08-25,19,medium,semi-urban,bogo,1,0,9,279
2024-08-26,5,medium,semi-urban,loyalty_points,0,0,9,209
2024-08-27,32,small,urban,loyalty_points,0,0,2,241
2024-08-28,44,large,semi-urban,bogo,0,0,7,252
2024-08-29,1,medium,urban,free_gift,0,1,5,408
2024-08-29,23,large,semi-urban,loyalty_points,0,0,6,249
2024-08-30,37,small,semi-urban,flat_discount,0,0,1,176
2024-08-30,8,small,urban,category_offer,0,0,7,222
2024-09-01,13,medium,urban,loyalty_points,1,0,6,297
2024-09-02,8,small,urban,flat_discount,0,1,4,330
2024-09-02,23,medium,rural,flat_discount,0,0,1,266
2024-09-04,43,large,rural,loyalty_points,0,0,9,241
2024-09-07,1,small,semi-urban,free_gift,1,0,4,255
2024-09-07,45,medium,urban,flat_discount,1,0,2,355
2024-09-07,24,medium,semi-urban,bogo,1,0,8,303
2024-09-08,35,medium,semi-urban,bogo,1,0,2,368
2024-09-08,24,large,rural,category_offer,1,0,5,253
2024-09-09,17,large,urban,category_offer,0,0,6,305
2024-09-09,5,medium,urban,loyalty_points,0,0,8,247
2024-09-10,20,medium,semi-urban,bogo,0,0,1,302
2024-09-10,21,medium,urban,free_gift,0,0,1,265
2024-09-10,40,large,urban,free_gift,0,0,4,274
2024-09-11,31,medium,urban,bogo,0,0,5,308
2024-09-12,46,medium,semi-urban,flat_discount,0,0,9,250
2024-09-14,36,large,rural,loyalty_points,1,0,7,311
2024-09-14,11,small,rural,loyalty_points,1,0,7,162
2024-09-16,15,large,semi-urban,free_gift,0,1,8,379
2024-09-16,19,small,semi-urban,free_gift,0,0,5,259
2024-09-16,7,medium,urban,flat_discount,0,0,5,280
2024-09-18,28,medium,semi-urban,free_gift,0,0,1,219
2024-09-19,43,large,urban,category_offer,0,0,9,282
2024-09-19,5,large,semi-urban,free_gift,0,0,6,277
2024-09-19,5,medium,urban,loyalty_points,0,0,9,257
2024-09-19,30,medium,urban,free_gift,0,0,3,266
2024-09-21,32,medium,urban,bogo,1,0,5,388
2024-09-21,8,large,urban,category_offer,1,0,2,331
2024-09-22,10,medium,urban,flat_discount,1,0,5,291
2024-09-23,38,medium,urban,bogo,0,0,8,323
2024-09-23,47,small,rural,bogo,0,0,2,157
2024-09-23,32,large,semi-urban,bogo,0,0,8,295
2024-09-24,48,medium,semi-urban,category_offer,0,1,4,390
2024-09-29,28,medium,rural,free_gift,1,0,1,271
2024-09-29,17,small,rural,category_offer,1,0,5,181
2024-09-30,31,large,semi-urban,free_gift,0,1,1,370
2024-09-30,8,small,rural,bogo,0,0,7,197
2024-10-03,40,medium,urban,category_offer,0,0,8,260
2024-10-03,25,large,urban,flat_discount,0,0,3,352
2024-10-04,9,medium,semi-urban,flat_discount,0,1,3,315
2024-10-05,2,small,semi-urban,free_gift,1,1,7,361
2024-10-05,15,medium,semi-urban,bogo,1,0,4,324
2024-10-05,50,large,urban,flat_discount,1,0,3,399
2024-10-06,3,medium,urban,category_offer,1,0,8,285
2024-10-08,49,large,semi-urban,free_gift,0,0,3,318
2024-10-09,36,small,urban,bogo,0,0,7,252
2024-10-09,4,medium,semi-urban,loyalty_points,0,0,2,235
2024-10-10,14,medium,semi-urban,free_gift,0,0,1,228
2024-10-11,41,large,semi-urban,loyalty_points,0,0,6,232
2024-10-12,41,small,rural,flat_discount,1,0,8,243
2024-10-12,25,large,rural,free_gift,1,0,1,300
2024-10-13,50,medium,semi-urban,loyalty_points,1,0,9,231
2024-10-13,10,medium,semi-urban,free_gift,1,0,3,274
2024-10-14,21,small,semi-urban,category_offer,0,0,3,213
2024-10-16,36,large,urban,bogo,0,0,4,332
2024-10-16,12,small,urban,flat_discount,0,0,1,259
2024-10-16,27,medium,urban,free_gift,0,0,9,263
2024-10-17,40,small,semi-urban,bogo,0,1,3,268
2024-10-17,2,large,semi-urban,loyalty_points,0,0,4,226
2024-10-17,13,medium,rural,flat_discount,0,0,1,250
2024-10-18,32,large,urban,loyalty_points,0,0,4,279
2024-10-18,31,small,urban,loyalty_points,0,0,1,253
2024-10-19,16,medium,rural,flat_discount,1,0,5,299
2024-10-21,32,medium,urban,bogo,0,0,5,322
2024-10-21,32,large,semi-urban,loyalty_points,0,0,7,299
2024-10-22,34,large,semi-urban,loyalty_points,0,0,8,248
2024-10-23,11,small,semi-urban,bogo,0,0,4,249
2024-10-25,10,medium,urban,bogo,0,1,7,364
2024-10-25,15,small,urban,free_gift,0,0,4,299
2024-10-25,17,medium,urban,category_offer,0,0,3,320
2024-10-27,40,small,semi-urban,bogo,1,0,6,272
2024-10-28,18,medium,semi-urban,category_offer,0,0,4,242
2024-10-28,9,medium,urban,flat_discount,0,0,3,329
2024-10-29,25,medium,semi-urban,flat_discount,0,0,9,239
2024-11-01,40,medium,rural,bogo,0,0,5,228
2024-11-04,14,medium,urban,bogo,0,0,7,320
2024-11-04,25,medium,semi-urban,bogo,0,0,6,268
2024-11-04,50,small,semi-urban,free_gift,0,0,5,204
2024-11-05,22,large,urban,bogo,0,0,7,318
2024-11-05,30,small,urban,flat_discount,0,0,6,204
2024-11-06,20,medium,semi-urban,bogo,0,0,2,284
2024-11-06,21,medium,rural,loyalty_points,0,0,3,223
2024-11-06,44,medium,rural,bogo,0,0,2,248
2024-11-08,32,small,semi-urban,bogo,0,0,3,271
2024-11-08,46,medium,semi-urban,free_gift,0,0,1,234
2024-11-09,49,large,urban,loyalty_points,1,0,8,304
2024-11-10,21,medium,semi-urban,flat_discount,1,0,6,295
2024-11-11,35,medium,semi-urban,category_offer,0,0,2,236
2024-11-12,32,medium,urban,category_offer,0,0,8,275
2024-11-12,30,small,semi-urban,free_gift,0,0,6,177
2024-11-14,39,medium,semi-urban,flat_discount,0,0,7,283
2024-11-15,49,large,urban,category_offer,0,0,1,366
2024-11-15,12,small,rural,flat_discount,0,0,7,183
2024-11-17,41,small,urban,free_gift,1,0,3,317
2024-11-17,47,small,urban,category_offer,1,0,8,234
2024-11-18,18,medium,urban,flat_discount,0,1,6,393
2024-11-22,21,large,rural,loyalty_points,0,0,4,264
2024-11-22,13,small,semi-urban,flat_discount,0,0,8,227
2024-11-25,21,medium,urban,loyalty_points,0,0,9,242
2024-11-26,8,small,semi-urban,free_gift,0,0,2,135
2024-11-26,46,large,urban,flat_discount,0,0,6,310
2024-11-28,40,small,rural,flat_discount,0,0,5,174
2024-11-28,46,medium,semi-urban,loyalty_points,0,1,5,275
2024-11-28,7,medium,semi-urban,flat_discount,0,0,3,264
2024-11-28,23,medium,rural,flat_discount,0,0,8,210
2024-11-28,44,medium,urban,bogo,0,1,8,355
2024-11-28,32,medium,urban,free_gift,0,1,5,328
2024-11-29,11,medium,semi-urban,free_gift,0,0,8,213
2024-11-30,22,small,rural,flat_discount,1,0,8,254
2024-12-01,22,small,urban,bogo,1,0,3,299
2024-12-01,43,medium,urban,flat_discount,1,0,2,331
2024-12-02,25,small,urban,flat_discount,0,0,9,226
2024-12-03,22,small,semi-urban,bogo,0,0,2,247
2024-12-05,28,medium,urban,category_offer,0,0,9,264
2024-12-05,29,large,semi-urban,flat_discount,0,0,4,221
2024-12-06,13,medium,rural,bogo,0,0,2,279
2024-12-06,18,small,semi-urban,bogo,0,0,1,277
2024-12-07,2,small,urban,loyalty_points,1,0,4,236
2024-12-08,29,large,semi-urban,loyalty_points,1,0,9,268
2024-12-08,21,small,urban,category_offer,1,0,9,246
2024-12-10,15,small,rural,flat_discount,0,0,4,174
2024-12-10,27,medium,semi-urban,flat_discount,0,0,9,248
2024-12-12,50,medium,urban,bogo,0,0,6,253
2024-12-12,31,medium,semi-urban,bogo,0,1,1,334
2024-12-12,15,small,semi-urban,free_gift,0,0,6,235
2024-12-12,23,small,semi-urban,category_offer,0,0,9,154
2024-12-13,24,large,urban,loyalty_points,0,0,2,335
2024-12-13,44,small,rural,loyalty_points,0,0,6,160
2024-12-13,13,medium,rural,bogo,0,0,2,208
2024-12-15,22,medium,semi-urban,category_offer,1,0,4,293
2024-12-17,43,medium,rural,bogo,0,0,8,233
2024-12-17,37,medium,urban,flat_discount,0,0,7,272
2024-12-17,33,small,semi-urban,category_offer,0,0,9,184
2024-12-18,3,medium,semi-urban,flat_discount,0,0,7,260
2024-12-21,19,large,semi-urban,bogo,1,0,1,384
2024-12-22,23,large,semi-urban,bogo,1,0,2,393
2024-12-22,29,small,urban,category_offer,1,0,6,277
2024-12-24,30,small,urban,category_offer,0,0,7,184
2024-12-28,39,large,urban,bogo,1,0,3,384
2024-12-28,44,medium,urban,category_offer,1,0,9,371
2024-12-29,47,large,semi-urban,bogo,1,0,7,367
2024-12-31,25,small,urban,bogo,0,0,6,321
2024-12-31,37,medium,urban,category_offer,0,0,6,296
